Criminal ID,Age,Gender,Crime Type,Crime Location,Time of Crime,Weapon Used,Prior Offenses,Modus Operandi,Associated Gang,Psychological Profile,Footprint/Fingerprint Match,Escape Method,Conviction Status,Sentence Duration,Education Level,Job Status,Geographical Factor
9161,36-50,Female,Theft,City,Night,Gun,No,Social Engineering,Yes,Manipulative,Yes,None,Convicted,Long-term,Undergraduate,Unemployed,Suburban
9162,26-35,Other,Kidnapping,Metro,Morning,Gun,No,Extortion,Yes,Calculated,Yes,None,Convicted,Death,Undergraduate,Employed,Rural
9163,51+,Female,Murder,Metro,Morning,Gun,No,Brute Force,Yes,Opportunistic,Yes,Running,Under Trial,N/A,High School,Unemployed,Urban
9164,18-25,Female,Kidnapping,Rural,Morning,Digital Tools,Yes,Social Engineering,Yes,Aggressive,Yes,Vehicle,Acquitted,N/A,Undergraduate,Employed,Urban
9165,36-50,Other,Assault,Rural,Night,Knife,No,Online Fraud,No,Opportunistic,No,None,Convicted,Short-term,Undergraduate,Unemployed,Suburban
9166,51+,Other,Theft,City,Evening,Knife,No,Social Engineering,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A,Undergraduate,Employed,Urban
9167,18-25,Male,Assault,City,Night,None,Yes,Brute Force,No,Opportunistic,No,Fake Identity,Acquitted,N/A,Undergraduate,Self-Employed,Urban
9168,18-25,Other,Murder,City,Night,Digital Tools,No,Online Fraud,No,Aggressive,Yes,Vehicle,Acquitted,N/A,Postgraduate,Student,Rural
9169,51+,Male,Murder,Rural,Evening,Knife,No,Breaking & Entering,No,Opportunistic,Yes,Vehicle,Convicted,Life,Undergraduate,Unemployed,Rural
9170,51+,Other,Drug Offense,Metro,Morning,None,No,Social Engineering,No,Aggressive,No,Fake Identity,Acquitted,N/A,Postgraduate,Unemployed,Urban
9171,26-35,Male,Fraud,Metro,Evening,Knife,No,Online Fraud,Yes,Opportunistic,No,Running,Acquitted,N/A,Undergraduate,Employed,Urban
9172,26-35,Male,Cybercrime,Rural,Night,Gun,No,Breaking & Entering,No,Calculated,No,Running,Under Trial,N/A,Undergraduate,Employed,Urban
9173,36-50,Male,Cybercrime,City,Morning,None,No,Social Engineering,No,Manipulative,No,Vehicle,Under Trial,N/A,Postgraduate,Self-Employed,Urban
9174,26-35,Other,Assault,City,Morning,None,Yes,Online Fraud,No,Aggressive,Yes,None,Under Trial,N/A,High School,Student,Rural
9175,51+,Male,Drug Offense,City,Evening,None,Yes,Social Engineering,No,Calculated,No,Fake Identity,Acquitted,N/A,Postgraduate,Employed,Urban
9176,36-50,Other,Murder,Rural,Evening,Knife,No,Online Fraud,No,Opportunistic,No,None,Under Trial,N/A,High School,Student,Suburban
9177,51+,Other,Theft,City,Night,Digital Tools,No,Extortion,No,Opportunistic,No,Fake Identity,Under Trial,N/A,Undergraduate,Employed,Rural
9178,26-35,Male,Human Trafficking,Metro,Evening,Gun,No,Breaking & Entering,Yes,Opportunistic,No,Running,Acquitted,N/A,High School,Self-Employed,Rural
9179,51+,Male,Theft,City,Evening,Knife,No,Extortion,No,Aggressive,No,Vehicle,Under Trial,N/A,Undergraduate,Employed,Urban
9180,51+,Male,Drug Offense,Rural,Night,Knife,No,Social Engineering,No,Calculated,Yes,None,Acquitted,N/A,Postgraduate,Employed,Urban
9181,26-35,Female,Drug Offense,City,Morning,Knife,No,Online Fraud,No,Manipulative,Yes,Vehicle,Convicted,Life,Postgraduate,Unemployed,Urban
9182,36-50,Other,Theft,Rural,Night,None,Yes,Social Engineering,Yes,Aggressive,No,Vehicle,Convicted,Life,Graduate,Employed,Suburban
9183,51+,Other,Murder,Metro,Evening,Knife,Yes,Brute Force,Yes,Calculated,Yes,Vehicle,Acquitted,N/A,Postgraduate,Unemployed,Urban
9184,36-50,Female,Murder,Rural,Night,None,No,Brute Force,No,Opportunistic,Yes,Running,Convicted,Death,Graduate,Student,Urban
9185,18-25,Other,Theft,Rural,Evening,Knife,No,Breaking & Entering,No,Manipulative,Yes,Vehicle,Under Trial,N/A,High School,Employed,Rural
9186,36-50,Female,Fraud,Metro,Evening,Knife,No,Extortion,No,Aggressive,No,Running,Under Trial,N/A,Undergraduate,Self-Employed,Rural
9187,51+,Female,Drug Offense,Metro,Morning,Knife,Yes,Social Engineering,No,Calculated,Yes,Vehicle,Convicted,Death,Undergraduate,Employed,Urban
9188,36-50,Male,Drug Offense,Rural,Night,Knife,No,Extortion,No,Opportunistic,No,Vehicle,Under Trial,N/A,High School,Self-Employed,Suburban
9189,26-35,Female,Fraud,Metro,Night,Digital Tools,No,Breaking & Entering,No,Calculated,No,Running,Acquitted,N/A,High School,Student,Rural
9190,26-35,Other,Fraud,Metro,Night,Knife,No,Social Engineering,Yes,Calculated,Yes,Running,Convicted,Long-term,High School,Unemployed,Urban
9191,51+,Female,Cybercrime,Rural,Night,Gun,No,Breaking & Entering,No,Aggressive,Yes,Vehicle,Acquitted,N/A,Postgraduate,Unemployed,Suburban
9192,51+,Other,Fraud,Rural,Evening,None,Yes,Online Fraud,No,Aggressive,Yes,None,Acquitted,N/A,Undergraduate,Unemployed,Rural
9193,18-25,Female,Kidnapping,Metro,Night,Gun,No,Breaking & Entering,Yes,Aggressive,Yes,Vehicle,Convicted,Long-term,Undergraduate,Student,Rural
9194,18-25,Other,Assault,City,Morning,None,Yes,Online Fraud,Yes,Aggressive,No,None,Under Trial,N/A,High School,Employed,Suburban
9195,18-25,Female,Theft,Rural,Evening,Knife,No,Breaking & Entering,Yes,Aggressive,Yes,Vehicle,Under Trial,N/A,Postgraduate,Unemployed,Rural
9196,18-25,Other,Drug Offense,Metro,Evening,Gun,Yes,Breaking & Entering,No,Opportunistic,No,Vehicle,Convicted,Short-term,High School,Unemployed,Rural
9197,51+,Male,Cybercrime,City,Morning,None,No,Online Fraud,No,Aggressive,No,Running,Acquitted,N/A,Graduate,Student,Urban
9198,36-50,Other,Fraud,City,Night,None,No,Extortion,No,Aggressive,Yes,Fake Identity,Acquitted,N/A,Graduate,Employed,Rural
9199,18-25,Female,Cybercrime,Rural,Night,Gun,Yes,Social Engineering,Yes,Manipulative,Yes,None,Under Trial,N/A,Undergraduate,Student,Urban
9200,51+,Male,Theft,Metro,Night,Knife,No,Brute Force,No,Calculated,No,Vehicle,Acquitted,N/A,Graduate,Unemployed,Suburban
9201,36-50,Male,Drug Offense,Rural,Night,Knife,No,Breaking & Entering,No,Opportunistic,No,Fake Identity,Acquitted,N/A,Postgraduate,Student,Suburban
9202,26-35,Male,Assault,Rural,Night,Gun,No,Online Fraud,Yes,Aggressive,Yes,Vehicle,Acquitted,N/A,High School,Unemployed,Rural
9203,26-35,Male,Drug Offense,City,Night,Digital Tools,No,Brute Force,Yes,Calculated,No,Running,Acquitted,N/A,Postgraduate,Employed,Urban
9204,26-35,Other,Murder,City,Night,None,No,Online Fraud,Yes,Calculated,Yes,Vehicle,Convicted,Death,High School,Student,Urban
9205,51+,Other,Assault,City,Night,Knife,Yes,Online Fraud,No,Manipulative,Yes,Running,Convicted,Long-term,Postgraduate,Student,Suburban
9206,36-50,Other,Assault,City,Morning,Gun,Yes,Social Engineering,No,Manipulative,Yes,Fake Identity,Under Trial,N/A,High School,Unemployed,Suburban
9207,36-50,Male,Murder,Metro,Evening,Knife,No,Extortion,Yes,Aggressive,No,Vehicle,Under Trial,N/A,Graduate,Unemployed,Urban
9208,36-50,Other,Assault,Metro,Evening,Gun,Yes,Online Fraud,No,Manipulative,No,Running,Acquitted,N/A,Graduate,Employed,Rural
9209,18-25,Other,Kidnapping,City,Night,Digital Tools,No,Social Engineering,Yes,Aggressive,No,Running,Under Trial,N/A,Undergraduate,Unemployed,Rural
9210,18-25,Female,Cybercrime,Rural,Morning,Digital Tools,No,Social Engineering,No,Opportunistic,Yes,Running,Under Trial,N/A,Graduate,Unemployed,Suburban
9211,18-25,Male,Kidnapping,Rural,Evening,None,No,Social Engineering,Yes,Aggressive,No,None,Convicted,Life,Undergraduate,Student,Suburban
9212,36-50,Female,Human Trafficking,Rural,Night,Knife,Yes,Online Fraud,Yes,Opportunistic,No,Vehicle,Convicted,Death,Postgraduate,Self-Employed,Rural
9213,51+,Female,Murder,Rural,Evening,Digital Tools,Yes,Online Fraud,No,Aggressive,No,Vehicle,Acquitted,N/A,Undergraduate,Student,Suburban
9214,51+,Male,Theft,City,Morning,Knife,No,Extortion,No,Manipulative,No,Running,Under Trial,N/A,Graduate,Student,Suburban
9215,18-25,Other,Fraud,City,Evening,None,No,Social Engineering,No,Aggressive,Yes,Running,Acquitted,N/A,Postgraduate,Employed,Urban
9216,18-25,Male,Drug Offense,Metro,Morning,Digital Tools,No,Online Fraud,No,Opportunistic,No,Running,Under Trial,N/A,High School,Unemployed,Urban
9217,18-25,Male,Theft,City,Evening,None,Yes,Online Fraud,No,Calculated,Yes,Running,Under Trial,N/A,Graduate,Unemployed,Rural
9218,51+,Female,Kidnapping,Rural,Evening,Knife,Yes,Breaking & Entering,No,Manipulative,No,Vehicle,Acquitted,N/A,Undergraduate,Self-Employed,Rural
9219,26-35,Male,Cybercrime,City,Evening,Knife,No,Brute Force,Yes,Opportunistic,Yes,Running,Under Trial,N/A,High School,Employed,Suburban
9220,36-50,Female,Murder,Metro,Evening,Gun,No,Breaking & Entering,Yes,Opportunistic,No,Vehicle,Acquitted,N/A,Undergraduate,Employed,Suburban
9221,26-35,Male,Kidnapping,Rural,Morning,Knife,Yes,Extortion,No,Calculated,Yes,Fake Identity,Under Trial,N/A,High School,Unemployed,Urban
9222,51+,Other,Drug Offense,Metro,Night,None,Yes,Online Fraud,Yes,Calculated,Yes,Running,Acquitted,N/A,Graduate,Employed,Rural
9223,18-25,Other,Fraud,City,Morning,None,No,Breaking & Entering,Yes,Aggressive,Yes,Fake Identity,Under Trial,N/A,Undergraduate,Self-Employed,Suburban
9224,18-25,Male,Assault,City,Night,None,No,Online Fraud,No,Opportunistic,No,Vehicle,Acquitted,N/A,Postgraduate,Employed,Urban
9225,36-50,Other,Assault,City,Morning,None,Yes,Extortion,Yes,Opportunistic,Yes,Vehicle,Acquitted,N/A,Graduate,Unemployed,Urban
9226,36-50,Male,Murder,City,Night,Digital Tools,Yes,Extortion,No,Manipulative,Yes,Running,Under Trial,N/A,Postgraduate,Employed,Rural
9227,26-35,Female,Cybercrime,Rural,Evening,Digital Tools,No,Extortion,No,Aggressive,Yes,Vehicle,Convicted,Death,Postgraduate,Self-Employed,Urban
9228,36-50,Other,Theft,Metro,Morning,None,No,Brute Force,Yes,Opportunistic,Yes,Vehicle,Under Trial,N/A,Graduate,Employed,Rural
9229,51+,Other,Human Trafficking,Rural,Evening,Knife,Yes,Online Fraud,Yes,Manipulative,No,Running,Acquitted,N/A,High School,Unemployed,Urban
9230,36-50,Male,Theft,City,Evening,None,No,Breaking & Entering,No,Calculated,No,Fake Identity,Under Trial,N/A,Graduate,Student,Urban
9231,36-50,Male,Fraud,Rural,Evening,Knife,No,Breaking & Entering,Yes,Opportunistic,Yes,None,Convicted,Short-term,Undergraduate,Self-Employed,Urban
9232,51+,Other,Human Trafficking,Rural,Evening,None,Yes,Extortion,No,Manipulative,No,None,Under Trial,N/A,Postgraduate,Unemployed,Rural
9233,26-35,Other,Drug Offense,Rural,Night,Gun,Yes,Breaking & Entering,No,Manipulative,No,Running,Under Trial,N/A,Postgraduate,Student,Suburban
9234,18-25,Male,Murder,Metro,Night,None,Yes,Extortion,No,Manipulative,No,Running,Convicted,Death,Graduate,Student,Suburban
9235,36-50,Other,Murder,City,Morning,Gun,Yes,Online Fraud,No,Opportunistic,Yes,None,Convicted,Short-term,Undergraduate,Self-Employed,Suburban
9236,36-50,Female,Murder,City,Evening,Knife,No,Online Fraud,Yes,Calculated,No,Vehicle,Convicted,Death,High School,Self-Employed,Suburban
9237,18-25,Male,Cybercrime,Rural,Night,None,Yes,Extortion,Yes,Manipulative,Yes,Vehicle,Under Trial,N/A,High School,Employed,Rural
9238,18-25,Female,Fraud,City,Night,Digital Tools,Yes,Extortion,Yes,Opportunistic,No,Vehicle,Convicted,Long-term,High School,Self-Employed,Suburban
9239,51+,Female,Murder,City,Evening,None,Yes,Online Fraud,No,Calculated,No,Vehicle,Acquitted,N/A,Graduate,Unemployed,Urban
9240,51+,Male,Murder,Rural,Night,Digital Tools,No,Brute Force,No,Manipulative,Yes,None,Under Trial,N/A,High School,Student,Urban
9241,26-35,Other,Kidnapping,City,Night,Gun,Yes,Online Fraud,No,Aggressive,Yes,Vehicle,Convicted,Life,High School,Student,Urban
9242,51+,Female,Theft,Rural,Morning,Knife,No,Extortion,Yes,Manipulative,No,Vehicle,Convicted,Life,Undergraduate,Self-Employed,Urban
9243,26-35,Other,Murder,Metro,Night,Gun,No,Breaking & Entering,Yes,Calculated,No,Vehicle,Acquitted,N/A,Undergraduate,Unemployed,Suburban
9244,51+,Other,Human Trafficking,Rural,Night,Digital Tools,No,Online Fraud,No,Opportunistic,No,Fake Identity,Acquitted,N/A,Postgraduate,Unemployed,Rural
9245,26-35,Female,Murder,City,Night,None,Yes,Extortion,Yes,Manipulative,Yes,Fake Identity,Under Trial,N/A,Graduate,Student,Suburban
9246,26-35,Other,Murder,Metro,Morning,Digital Tools,Yes,Extortion,No,Manipulative,No,Vehicle,Under Trial,N/A,Graduate,Unemployed,Rural
9247,51+,Male,Human Trafficking,Metro,Evening,None,No,Social Engineering,Yes,Calculated,Yes,Fake Identity,Acquitted,N/A,Postgraduate,Self-Employed,Urban
9248,36-50,Other,Human Trafficking,City,Night,Knife,No,Online Fraud,No,Manipulative,No,Fake Identity,Acquitted,N/A,Postgraduate,Unemployed,Urban
9249,36-50,Female,Theft,Metro,Evening,None,Yes,Online Fraud,No,Manipulative,Yes,Fake Identity,Convicted,Life,High School,Employed,Urban
9250,51+,Female,Fraud,Metro,Night,None,No,Online Fraud,No,Calculated,Yes,None,Under Trial,N/A,Postgraduate,Self-Employed,Urban
9251,51+,Other,Theft,Metro,Evening,Digital Tools,No,Online Fraud,No,Manipulative,No,Fake Identity,Acquitted,N/A,High School,Student,Rural
9252,51+,Other,Human Trafficking,Metro,Night,Digital Tools,Yes,Social Engineering,No,Calculated,Yes,None,Under Trial,N/A,Graduate,Self-Employed,Suburban
9253,51+,Female,Assault,City,Evening,Gun,No,Brute Force,No,Aggressive,Yes,Fake Identity,Under Trial,N/A,Graduate,Employed,Suburban
9254,18-25,Male,Theft,City,Evening,None,Yes,Social Engineering,No,Opportunistic,Yes,Vehicle,Convicted,Death,Undergraduate,Student,Rural
9255,36-50,Male,Human Trafficking,Rural,Evening,Knife,Yes,Extortion,No,Calculated,Yes,Fake Identity,Acquitted,N/A,High School,Employed,Suburban
9256,18-25,Female,Assault,Rural,Morning,Gun,Yes,Breaking & Entering,No,Manipulative,No,None,Acquitted,N/A,High School,Unemployed,Rural
9257,51+,Other,Cybercrime,Rural,Morning,Gun,Yes,Brute Force,Yes,Aggressive,No,None,Acquitted,N/A,Graduate,Employed,Suburban
9258,26-35,Other,Cybercrime,Metro,Evening,Knife,Yes,Online Fraud,Yes,Manipulative,No,None,Convicted,Long-term,Undergraduate,Self-Employed,Urban
9259,51+,Other,Drug Offense,City,Evening,None,No,Extortion,Yes,Calculated,Yes,None,Convicted,Long-term,High School,Self-Employed,Suburban
9260,18-25,Male,Human Trafficking,City,Morning,Knife,Yes,Online Fraud,Yes,Manipulative,Yes,Fake Identity,Under Trial,N/A,Undergraduate,Employed,Rural
9261,18-25,Female,Human Trafficking,Metro,Night,Gun,No,Social Engineering,Yes,Manipulative,Yes,None,Under Trial,N/A,Graduate,Employed,Suburban
9262,18-25,Other,Assault,Rural,Night,None,No,Extortion,No,Aggressive,Yes,Running,Under Trial,N/A,High School,Employed,Urban
9263,18-25,Female,Murder,Rural,Evening,Gun,Yes,Online Fraud,No,Opportunistic,No,None,Under Trial,N/A,Undergraduate,Self-Employed,Suburban
9264,36-50,Male,Murder,Rural,Morning,None,No,Extortion,Yes,Manipulative,Yes,Running,Under Trial,N/A,High School,Employed,Rural
9265,36-50,Other,Drug Offense,Metro,Night,Gun,No,Social Engineering,No,Calculated,Yes,Running,Acquitted,N/A,Undergraduate,Employed,Suburban
9266,36-50,Male,Human Trafficking,Rural,Morning,Digital Tools,Yes,Online Fraud,No,Manipulative,No,Vehicle,Convicted,Life,Undergraduate,Unemployed,Urban
9267,26-35,Male,Human Trafficking,Metro,Morning,Gun,Yes,Online Fraud,Yes,Calculated,Yes,Vehicle,Under Trial,N/A,High School,Employed,Urban
9268,36-50,Female,Drug Offense,Rural,Morning,Digital Tools,No,Breaking & Entering,Yes,Manipulative,No,Vehicle,Acquitted,N/A,Graduate,Unemployed,Suburban
9269,36-50,Female,Assault,Metro,Night,Digital Tools,No,Social Engineering,Yes,Manipulative,No,Fake Identity,Convicted,Long-term,High School,Unemployed,Rural
9270,26-35,Female,Drug Offense,Rural,Evening,Gun,No,Breaking & Entering,Yes,Aggressive,Yes,Vehicle,Acquitted,N/A,Graduate,Unemployed,Suburban
9271,18-25,Female,Assault,City,Evening,Digital Tools,Yes,Brute Force,Yes,Opportunistic,Yes,Running,Acquitted,N/A,Undergraduate,Self-Employed,Suburban
9272,26-35,Female,Assault,Rural,Evening,None,Yes,Online Fraud,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A,High School,Student,Suburban
9273,18-25,Female,Murder,Metro,Night,Digital Tools,Yes,Online Fraud,No,Opportunistic,Yes,Running,Acquitted,N/A,Undergraduate,Student,Suburban
9274,18-25,Other,Fraud,City,Night,Knife,Yes,Brute Force,Yes,Calculated,No,None,Acquitted,N/A,High School,Self-Employed,Suburban
9275,36-50,Female,Cybercrime,City,Morning,Digital Tools,Yes,Brute Force,No,Calculated,Yes,Vehicle,Convicted,Short-term,Postgraduate,Employed,Urban
9276,36-50,Female,Assault,City,Morning,None,Yes,Breaking & Entering,No,Opportunistic,No,None,Acquitted,N/A,Postgraduate,Self-Employed,Urban
9277,36-50,Female,Drug Offense,Metro,Evening,Digital Tools,Yes,Brute Force,Yes,Opportunistic,No,Fake Identity,Convicted,Death,Undergraduate,Unemployed,Rural
9278,26-35,Other,Murder,Metro,Night,Digital Tools,No,Online Fraud,No,Aggressive,No,Fake Identity,Convicted,Death,Undergraduate,Student,Urban
9279,26-35,Female,Cybercrime,City,Morning,Gun,Yes,Breaking & Entering,No,Aggressive,Yes,Running,Under Trial,N/A,Postgraduate,Student,Urban
9280,36-50,Male,Human Trafficking,Rural,Morning,None,No,Online Fraud,No,Manipulative,Yes,Fake Identity,Convicted,Death,Postgraduate,Unemployed,Suburban
9281,36-50,Male,Cybercrime,Metro,Evening,Knife,No,Breaking & Entering,No,Calculated,No,Fake Identity,Under Trial,N/A,Graduate,Self-Employed,Rural
9282,51+,Other,Fraud,Rural,Night,None,No,Extortion,Yes,Manipulative,No,None,Acquitted,N/A,Postgraduate,Self-Employed,Suburban
9283,51+,Male,Theft,City,Evening,Knife,No,Breaking & Entering,No,Aggressive,Yes,Vehicle,Under Trial,N/A,High School,Employed,Rural
9284,51+,Female,Theft,Metro,Morning,Knife,Yes,Breaking & Entering,No,Aggressive,Yes,Fake Identity,Acquitted,N/A,Postgraduate,Unemployed,Suburban
9285,36-50,Male,Murder,Rural,Evening,None,No,Brute Force,Yes,Opportunistic,No,None,Under Trial,N/A,Graduate,Employed,Rural
9286,51+,Other,Murder,Metro,Evening,Digital Tools,Yes,Social Engineering,Yes,Manipulative,No,Running,Acquitted,N/A,Graduate,Unemployed,Urban
9287,26-35,Other,Murder,Metro,Evening,Knife,Yes,Extortion,No,Calculated,No,Fake Identity,Convicted,Long-term,High School,Unemployed,Suburban
9288,26-35,Female,Fraud,City,Morning,Gun,Yes,Breaking & Entering,Yes,Opportunistic,Yes,None,Under Trial,N/A,Undergraduate,Unemployed,Urban
9289,26-35,Male,Murder,Metro,Night,Gun,Yes,Social Engineering,Yes,Manipulative,No,None,Acquitted,N/A,High School,Student,Rural
9290,18-25,Male,Cybercrime,City,Night,None,Yes,Brute Force,Yes,Calculated,No,Fake Identity,Convicted,Short-term,Undergraduate,Unemployed,Rural
9291,26-35,Male,Theft,City,Evening,None,No,Extortion,Yes,Calculated,No,Running,Acquitted,N/A,High School,Unemployed,Urban
9292,18-25,Female,Theft,City,Night,Digital Tools,No,Brute Force,Yes,Manipulative,Yes,Fake Identity,Convicted,Death,High School,Student,Urban
9293,18-25,Other,Theft,Metro,Morning,None,No,Social Engineering,No,Calculated,Yes,Vehicle,Convicted,Life,Graduate,Self-Employed,Urban
9294,51+,Female,Human Trafficking,Metro,Evening,Gun,No,Extortion,No,Calculated,Yes,Running,Under Trial,N/A,High School,Unemployed,Urban
9295,18-25,Male,Theft,Rural,Morning,Digital Tools,No,Breaking & Entering,Yes,Aggressive,Yes,None,Acquitted,N/A,Undergraduate,Unemployed,Urban
9296,51+,Male,Cybercrime,Metro,Night,Digital Tools,No,Brute Force,No,Manipulative,Yes,None,Under Trial,N/A,Undergraduate,Student,Urban
9297,51+,Female,Kidnapping,City,Morning,None,Yes,Brute Force,No,Aggressive,Yes,Running,Acquitted,N/A,Graduate,Unemployed,Urban
9298,51+,Female,Cybercrime,Rural,Morning,Knife,Yes,Extortion,No,Opportunistic,Yes,Vehicle,Under Trial,N/A,High School,Unemployed,Rural
9299,26-35,Female,Drug Offense,Rural,Morning,Knife,Yes,Online Fraud,Yes,Opportunistic,No,Running,Acquitted,N/A,Postgraduate,Student,Urban
9300,36-50,Other,Drug Offense,City,Night,Knife,No,Social Engineering,Yes,Aggressive,No,None,Convicted,Life,Undergraduate,Employed,Rural
9301,18-25,Other,Human Trafficking,Rural,Night,Digital Tools,Yes,Online Fraud,Yes,Manipulative,No,Vehicle,Convicted,Life,Graduate,Self-Employed,Rural
9302,26-35,Male,Kidnapping,Rural,Morning,Gun,Yes,Extortion,No,Opportunistic,Yes,Running,Under Trial,N/A,Graduate,Self-Employed,Rural
9303,18-25,Female,Cybercrime,Metro,Night,Gun,No,Online Fraud,Yes,Calculated,Yes,Running,Under Trial,N/A,Undergraduate,Unemployed,Urban
9304,36-50,Male,Kidnapping,Rural,Night,Digital Tools,No,Extortion,Yes,Opportunistic,Yes,Running,Convicted,Long-term,Postgraduate,Self-Employed,Suburban
9305,36-50,Male,Assault,City,Evening,None,Yes,Social Engineering,No,Manipulative,Yes,Vehicle,Acquitted,N/A,Postgraduate,Employed,Suburban
